CBK	MRK	TKA	VOW
40.6	33.45	25	47
41.5	33.45	25	47.5
41.11	31.97	25.05	46.3
41.7	31.97	25.28	46.41
42	31.93	25.42	47.5
41.25	30.6	24.6	46.11
40.99	32.96	24.39	44.83
39.98	32.96	23.4	44.3
38.89	33.35	23.62	44.68
38.05	32.91	22.95	44.72
39	33.06	19.25	44
39.4	33.16	19.43	43.6
38.2	33.55	18.3	43.4
38.9	33.45	19.3	43.42
39.65	33.94	18.7	43.69
39.4	32.71	18.3	43.05
40.1	34.78	18.45	43.84
39.65	32.97	17.93	42.85
39.05	34.09	18.38	43.02
39.27	34.34	17.9	42.95
39.3	32.46	18.06	42.97
39.05	32.66	18.1	42.52
39.3	32.91	18.65	42.35
39.22	33.06	18.63	42.5
40.01	32.57	18.83	42.65
40.39	32.76	18.85	42.64
39.8	32.22	18.81	42.16
39.28	34.09	17.5	40
40.75	31.88	17.99	40.61
39.69	30.55	17.35	40.24
38.77	31.48	17.18	39.88
38.32	30.65	17.28	39.53
37.69	31.29	16.95	39.05
38.75	31.24	16.8	39.53
38.4	31.48	16.85	39.41
38	31.97	16.46	39.92
36.74	31.98	16.27	39.47
37.54	32.96	17.05	39.69
36.4	32.61	17.3	39.8
37.4	32.66	17.4	40.1
38.53	33.2	17.43	41
38.2	33.45	17.16	40.75
38.58	33.84	17.1	40.86
39	32.66	17.05	41.15
38.35	33.3	16.6	40.79
37.4	34.19	16.54	40.57
37.15	33.2	16.24	40.47
38.6	33.3	16.3	39.94
37.4	33.16	16.7	40.95
36.43	33.4	17.15	42.8
36.93	33.16	17.15	44.17
37.53	34.14	17.15	45.56
37.69	32.96	17.15	44.98
37.45	33.16	17.2	46
37.49	33.84	18.1	45
37	33.45	18.4	46
37.4	32.96	18.01	45.55
38	32.96	18.26	46.94
39.2	32.86	18.52	46.6
38	33.46	18.39	46.3
38.85	34.83	18.37	45.95
38.4	36.5	18.59	47
38.02	36.6	18.14	47.2
38.6	36.21	18.49	47.55
39.5	37.09	18.36	49.05
39.4	39.65	18.41	50.8
39.61	37.88	18.54	50.1
38.75	38.86	18.56	50.18
38.83	37.58	18.47	50.3
38.5	38.37	18.4	50.06
37.5	36.4	17.59	50.4
38	36.4	17.2	48.99
37.98	36.86	16.95	48.4
37.8	38.57	16.8	49.6
38	37.48	16.94	50.21
37.8	37.88	16.8	51.8
37.8	36.45	17.04	50.93
37.48	36.7	17.1	51.01
36.7	37.39	17.2	51.1
36.45	37.29	17.15	48.95
36.47	36.99	16.99	48.65
36.37	35.62	17.1	49.24
35.2	36.02	17.1	50.4
34.15	36.01	17.06	50.2
34	35.61	17.21	49.92
34.33	35.22	17.01	50.15
34.04	35.91	17.3	49.9
33.65	36.4	17.48	49.9
33.41	35.33	17.42	49.31
33.1	35.91	17.3	48.44
32.65	35.71	17.02	46.84
32.63	35.91	17.05	47
32	35.91	16.51	49
32.64	35.42	16.1	50.3
32.42	35.71	16.35	50.4
31.7	34.93	15.65	50
32.31	35.32	15.4	49.6
32.93	35.73	15.95	50.9
32.55	35.91	15.4	50.33
33.3	35.42	15.27	50.8
33.62	36.4	15.59	49.85
33.53	38.17	15.39	50.35
33.71	37.89	15.39	52.5
33.38	40.83	15.5	54.5
33.38	40.83	15.5	54.5
33.08	41.81	15.19	55.35
33.63	39.86	15	56.3
33.5	40.83	14.53	56.38
33.4	40.48	14.61	55.45
33.12	41.32	14.45	55
33.1	40.24	14.39	55.1
32.05	39.35	14.1	53.65
31.58	41.32	14.23	56.25
31	38.86	14	56.13
31.12	40.63	14.06	55.35
30.08	38.97	14.26	54.5
31.05	41.32	14.7	55.2
30.75	41.32	14.44	53.63
31.2	39.7	15.25	53.72
32.68	41.32	16.19	53.9
32.75	41.91	16.2	54.1
32.25	41.91	15.78	53.3
32.29	42.8	16.29	55.1
32.32	44.27	16.3	56.1
33.25	44.08	16.8	58.87
33.52	43.8	17.09	60.28
33.8	44.96	17.16	59.5
33.35	46.34	17.16	60.04
33.3	45.05	17.37	60.63
33.25	45.75	17.25	60.5
33.71	47.42	16.7	58.67
33.71	48.55	16.11	57.9
33.01	47.81	16.15	57.7
33.25	48.06	15.76	57
33.3	49.19	16.25	58.4
33.4	48.45	16.11	58.55
33.14	48.7	16.03	58.25
32.15	48.8	16.26	59.1
31.71	47.86	16.25	57.7
31.85	44.76	16.7	57.3
31.26	44.27	16.46	55.7
31.29	46.14	15.65	56.4
31.03	46.34	14.95	55.43
30.9	46.44	15.2	57.95
30.28	46.04	15.23	61
29.81	44.27	15.19	60
29.1	43.98	14.71	56.89
29.37	45.8	15.5	56.4
29	44.91	15.86	55.4
29.6	46.24	15.96	57.5
30.05	44.08	17.16	58
30.1	43.78	17.2	56.45
31	41.85	17	58.25
31.15	43.58	16.96	57.5
30.7	42.94	16.84	56.97
30.3	42.91	16.48	54.44
29.7	41.81	16.82	52.7
29.73	42.31	16.5	51.6
29.64	44.27	16.95	51.94
29.55	45.58	16.92	53.8
28.4	46.24	16.62	51.85
28.3	44.26	16.2	52.39
28.69	43.29	16.41	53.15
28.69	43.29	16.41	53.15
28.69	43.29	16.41	53.15
29.06	42.8	16.8	53.95
29.95	45.99	16.53	56.27
30.89	46.24	16.5	55.69
30.89	46.24	16.5	55.69
30.2	47.22	17.14	54.5
30.23	47.22	17.09	53
30.95	46.68	17.5	56.1
31.85	45.45	18.05	58
32.42	43.58	18.15	57.35
32.05	42.31	18.35	56.65
31.19	43.09	18	54.78
32.1	42.8	18.12	54.05
32.15	41.32	17.99	54.71
32	40.73	18.7	56.15
31.66	40.34	19.02	55.43
31.94	41.81	19.16	57.49
32.2	40.09	18.8	57.5
31.8	41.62	18.44	57.79
31.9	41.81	18.79	59.11
32.31	42.6	18.73	59.15
32.71	41.83	19.15	58.3
32.99	43.1	19.5	57.83
32.6	43.58	19.57	57.2
32.72	43.79	19.84	56.1
32.98	44.27	20.24	55.1
32.98	44.76	20.1	55.13
32.06	44.37	20.03	55.91
31.28	43.78	19.84	55.3
30.52	44.13	19.43	55.05
30.65	44.32	19.5	55.9
30.55	44.32	19.18	56.35
30.63	45.75	19.45	57.75
30.6	45.75	19.26	57.2
30.75	44.76	19.71	57.24
30.95	44.27	20	57.15
30.75	45.75	20.05	57.97
30.92	46.24	20.04	58.17
30.51	46.93	19.91	57.4
30.37	47.18	20.69	57.3
30.03	46.73	20.6	58.8
29.15	46.73	20.33	59.99
28.85	48.21	19.94	59.72
28.5	47.18	19.33	58.5
28.43	48.21	19.49	59.25
28.75	48.7	19.89	59.2
28.69	48.9	19.88	59.85
28.37	47.72	18.52	59.38
28.44	48.65	18.95	59
28.45	46.63	18.15	59.7
28.6	46.29	17.9	60.55
28.6	46.68	18.01	61.6
29.2	46.73	18	62.1
30.09	46.24	18.25	62.4
30.11	47.72	17.85	61.53
29.93	45.26	17.5	59.49
29.59	44.08	17.24	56.1
29.68	44.76	17.48	55.55
29.7	41.32	16.84	55.1
29.7	41.91	16.82	54.19
29.7	42.6	16.45	55.79
28.95	40.04	15.43	55.51
28.39	40.34	15	50.4
28.6	39.86	14.98	50
28.74	39.94	15.66	52.48
28.97	43.29	16.19	53.82
29.65	40.44	16.67	53.79
30.35	40.34	16.67	54
31.41	42.8	16.49	51.93
30.75	40.53	16.48	51.3
30.3	38.86	15.93	48.2
30.19	38.07	15.55	48.7
30.42	41.22	15.6	49.96
30.65	41.22	15.29	49.35
30.81	39.8	15.6	50.75
31.12	40.78	16.67	51.74
31.15	40.53	16.5	51.75
31.08	40.83	16.68	52.1
31.08	40.83	16.68	52.1
31.08	40.83	16.68	52.1
30.92	42.27	16.71	51.12
31.08	42.81	16.98	53
31.23	42.06	17.27	53.7
31.29	40.09	17.4	54.5
31.2	39.45	17.46	54.35
31.53	39.37	17.51	55.2
31.67	38.83	17.35	55.1
31.78	38.47	17.4	55.8
31.82	38.47	17.36	55.8
31.76	38.76	17.53	56
31.76	38.76	17.53	56
31.9	39.56	17.55	56.25
31.85	40.83	17.35	56
32.1	40.03	16.98	55.5
32.05	40.05	16.66	55.23
32.37	41.21	16.77	54.77
32.32	41.52	17.18	55.39
32.33	41.95	17.06	56.5
32.36	40.86	17.1	58.25
32.08	40.83	17.16	58.01
32.09	41.43	17.17	58.3
32.25	40.83	17.52	59
32.25	41.32	18.21	59.25
32.5	40.44	18.4	59.2
32.4	41.32	18.26	59.67
32.17	41.11	18.26	60.03
31.9	40.34	17.92	59.75
31.85	40.34	17.99	59.55
31.72	40.6	17.87	59.91
30.74	40.34	17.91	60.1
30.3	39.79	17.31	59.18
29.86	38.86	17.08	58.5
29.45	38.47	17.77	57.55
29.34	39.29	17.47	58.1
29.35	39.55	17.5	58.34
29.23	39.16	17.56	59.83
29.3	38.91	17.11	59.69
29.34	39.29	16.87	59.86
29.54	40.73	16.98	58.29
29.52	41.32	16.75	57.25
28.95	41.42	16.15	56.35
29.29	41.32	16.3	56.55
28.83	41.86	16.17	55.35
28.4	41.81	15.73	55.01
28.6	41.6	15.36	54.8
29.2	41.32	15.69	55.7
29.32	39.85	15.32	55.3
29.32	40.14	15.17	55.05
29.84	40.05	15.32	54.62
29.88	40.33	15.14	54.85
29.95	40.13	15.29	54.2
30.09	40.24	15.06	53.75
29.85	40.19	15.13	54.23
29.89	40.37	15.5	55.5
29.85	40.83	15.57	56.03
29.9	40.53	15.77	55.75
28.9	40.63	15.77	55.7
28.35	40.24	16.02	55.79
28.18	39.84	15.87	53.8
28.67	39.35	15.76	53.66
28.24	39.84	15.66	53.4
27.75	39.72	15.27	53.3
27.64	39.99	15.58	53.1
27.4	40.24	15.85	53.6
27.29	41.03	15.61	53.08
27.43	41.17	15.58	52.85
26.83	42.31	15.22	52
27.2	42.55	15.32	51.75
27.1	42.64	15.4	51.25
26.95	44.27	15.42	51.7
26.4	44.27	15.32	51.45
25.71	43.63	15.05	51.3
25.87	43.87	15.18	52.08
26.02	44.54	15.35	52.73
26	43.39	15.44	51.8
26.15	43.98	15.81	52.85
26.54	43.34	15.77	53.61
26.55	43.29	15.6	53.3
26.15	42.11	15.52	52.05
25.6	41.8	15.42	52.25
26.14	42.26	15.67	53.3
26.16	40.49	15.75	53.4
26.73	41.12	15.68	53
26.28	41.1	15.66	52.5
26.83	41.71	15.57	52.22
27.4	41.52	15.4	52.94
27.2	41.32	15.47	52.45
27.15	41.76	15.22	51.89
26.98	41.62	14.98	49.29
26.87	41.42	14.95	48.65
26.65	40.54	14.78	48.45
26.72	41.47	14.79	48.5
26.85	41.32	14.75	49.39
27.05	41.43	15.07	50.32
27.17	42.31	15.1	50.21
26.69	41.32	15.16	49.26
26.72	41.34	15.08	48.89
26.51	41.34	15	47.7
27.32	41.71	14.9	48.65
27	41.32	14.69	47.51
27.15	42.31	14.92	49.38
26.47	42	14.69	50.19
24.96	41.81	14.5	49.2
24.13	41.75	14.26	49.67
23.45	40.83	14.05	47.65
20.64	38.37	13.46	45.76
20.86	38.96	13.1	43.45
21.32	39.55	12.96	43.45
19.75	39.13	12.17	40
20.01	37.88	11.9	40.55
19.05	39.35	11.83	38
17.7	40.09	11.2	35.65
15.58	38.27	9.93	32.95
15.4	37.6	10.26	35.05
16.9	37.83	10.62	37.95
17.6	37.78	10.45	37.44
17.28	38.81	10.63	36.91
17.27	39.06	11.05	36.91
18.02	40.83	11.3	39.05
17	41.81	11.34	38
17.26	44.03	11.64	38.15
17.4	42.01	11.62	39.76
17.91	41.52	11.99	40.45
18.1	40.49	11.55	39.1
17.4	41.03	12.25	38.99
17.2	40.32	12.33	38.52
17.92	40.57	12.57	40.55
17.84	40.83	13.1	40.95
17.43	41.81	12.99	40.65
16.21	40.93	12.8	40.99
16.8	41.81	12.82	41.24
17.06	41.76	12	41.25
16.95	41.41	11.51	41.19
16.8	41.56	11.42	40
16.7	41.17	11.84	41.4
16.66	40.58	11.72	42.59
17.9	40.14	11.91	43.75
18.26	39.99	11.98	42.72
18	41.81	12.13	44.35
17.95	40.2	11.94	42.27
17.68	38.42	11.79	42.01
18.45	38.52	12	42.6
18.1	38.62	12.23	42.8
18.09	38.57	11.86	42.39
19.05	38.27	12.16	44.8
18.61	38.4	12.35	44.55
19.55	38.42	13.18	45.73
20.43	38.52	13.9	47.54
19.32	38.36	13.75	47.31
18.91	38.22	13.65	46.4
19.57	37.68	14.49	48.46
19.76	38.22	14.65	48.51
20.11	36.94	15.34	48.64
20.9	37.73	15.37	50.12
21.61	37.73	15.66	50.6
21.4	37.63	15.44	50.4
21.6	37.11	15.29	50.8
21.37	37.47	15.37	51.05
21.38	40.34	15.53	52.7
21.4	39.6	16	53.2
20.8	40.24	15.99	51.2
20	40.1	15.5	49.6
19.33	40.93	15.77	48.7
19.11	41.32	15.59	48.35
18.9	39.86	16.07	48.75
18.77	40.72	16.06	49.1
19.49	40.62	17.31	52.35
19.81	40.24	17.15	52.85
19.04	39.29	16.89	51.7
18.79	37.99	16.72	50.75
18.44	38.86	16.48	50.75
17.67	39.16	16.65	49.95
17.27	39.17	16.11	48.7
17.32	38.12	16.1	48.73
18.1	38.58	16.45	50.45
17.33	38.42	16.48	50.35
16.99	37.98	16.29	49.51
17.09	38.35	15.72	49.2
17.12	38.37	16.01	50.08
17.12	38.37	16.01	50.08
17.12	38.37	16.01	50.08
17.12	38.37	16.01	50.08
17.2	39	16.21	51.63
17.47	40.82	16.39	52.5
17.47	40.82	16.39	52.5
17.47	40.82	16.39	52.5
17.77	39.89	16.55	51.6
17.88	39.4	16.98	52.7
18.14	38.71	17.26	52.7
18.1	38.12	17.16	52.29
18.3	38.66	17.19	52.74
18.3	38.17	17.41	52.8
18.06	39.34	17.34	50.83
17.94	38.07	16.98	50.9
17.4	37.39	16.69	50
17.66	37.98	16.33	49.6
17.3	37.88	16.01	48.55
18.95	37.46	16.4	49.75
18.74	37.88	16.59	50.04
18.5	37.9	16.42	49.8
18.6	37.88	16	50.31
18.8	38.16	16.16	52.3
19.25	37.78	16.28	51.6
19.54	37.63	16.39	51.5
19.92	36.4	16.65	53.2
19.62	35.42	16.5	54.2
19.28	35.32	16.25	54.25
19.07	35.19	16.35	55.5
19.28	35.42	16.77	55.21
18.97	35.42	17.07	54
18.75	34.93	16.98	54
18.46	35.37	16.35	52.36
18.36	35.17	16.39	51.39
18.3	34.78	16.36	52.2
18.53	35.06	16.28	52
18.3	36.01	16.19	50.88
18.44	34.83	16.3	52.1
18.53	31.27	16.61	52.02
18.25	31.78	16.48	51.75
18.43	31.29	16.7	51.7
18.33	31.29	16.48	50.7
18.56	30.94	16.48	50.47
18.42	30.65	16.6	51.25
18.22	30.05	16.74	50.29
18.49	29.56	16.85	52.3
18.6	30.3	17.26	53.29
18.6	32.96	17.3	53.7
19.05	33.45	17.35	55.34
19.51	32.96	17.55	57.1
19.58	31.97	17.81	59.02
19.53	31.25	17.29	58.1
20.16	31.93	17.18	57.94
20.4	33.17	17.3	57.71
20.82	33.94	17.6	58.35
20.99	33.78	18	58.1
20.62	32.44	17.91	56.7
20.5	32.41	17.69	57.29
20.6	32.59	17.69	57.45
20.75	32.96	18.09	59.1
20.78	33.04	18.39	58.7
20.96	33.06	18.5	60
20.98	33.3	18.18	59.83
20.98	32.51	18	60.99
20.7	32.81	18.07	62.15
20.53	32.81	17.96	60.59
20.27	33.45	18.04	60.43
20.01	33.35	17.94	59.65
20.67	34.53	18.03	60.46
20.67	34.53	18.03	60.46
20.67	34.53	18.03	60.46
20.27	35.02	18.08	59.42
20.75	33.94	17.63	58
20.55	33.3	17.51	57.58
20.3	33.94	17.65	57.65
19.48	33.94	17.59	57.76
19.44	33.94	17.46	57.26
20.03	33.94	17.24	57.8
19.8	34.78	17.05	57.35
19.8	35.02	17.2	58.21
19.62	35.09	17.29	59.43
20.19	35.71	17.62	60.95
20.01	35.07	17.5	58.65
20	34.74	17.41	58.1
20.04	35.24	17.51	58.83
19.94	35.17	17.35	57.8
19.95	34.68	17.09	57.75
20.2	34.43	17.22	56.01
19.95	32.96	17.01	53.9
19.83	32.95	16.89	54.1
20.03	32.47	17	53.7
20.03	32.42	16.79	54.97
20.03	32.42	16.79	54.97
19.79	32.24	16.8	53.8
19.59	32.66	16.6	54.29
19.46	32.57	16.7	54.28
19.42	32.06	16.49	54.1
19.73	32.46	16.77	56.3
19.71	32.36	16.6	55.47
19.29	31.68	16.72	55
19.5	31.78	16.9	56.2
19.44	31.93	16.96	56.7
19.45	32.86	16.97	56.31
19.44	33.75	17.4	56.34
19.53	32.86	17.14	56.78
19.4	32.28	16.95	56.65
19.51	32.07	17.45	56.72
19.35	31.87	17.38	58.99
19.26	31.48	17.21	58.72
19.34	31.19	17.18	59.17
19.35	31.34	17.35	59.41
19.45	30.66	17.59	58.78
19.28	31.38	17.52	58.12
19.14	29.52	17.51	56.58
19.27	29.8	17.36	56.5
18.7	30.14	17.45	55.76
17.8	30.01	17.27	55.4
17.8	29.52	17.25	55.34
17.84	27.93	17.39	56.07
17.65	27.74	17.12	55.3
17.5	28.5	17.29	54.6
17.49	27.62	17.17	54.95
17.27	26.56	17.02	55.15
16.95	26.22	16.95	53.65
16.43	26.33	16.27	51.37
16.85	27.65	16.61	53
16.5	26.76	16.44	53
16.6	26.07	16.5	52.39
16.19	26.46	16	49.25
15.98	26.56	15.57	47.6
15.01	26.22	15.46	46.05
14.75	26.76	15.19	47.55
14.56	25.43	14.86	47.5
15.14	26.2	15.44	48.41
15.2	26.96	15.3	48.8
15.35	26.57	15.52	48.5
14.99	25.51	15.01	46.7
14.91	25.34	14.98	45.07
14.83	25.63	14.79	46.05
15.37	25.55	15.17	46.8
15.37	24.75	14.9	45.68
15.34	24.84	15.2	45
14.61	23.71	14.63	43.99
14.16	23.02	14.55	42.91
13.85	22.43	14.29	42.4
13.09	21.74	14.08	40.37
13.27	22.04	14.04	41.03
13.14	22.87	14.09	42.95
13.45	21.63	14.17	44.01
12.78	20.66	13.64	42.75
12.34	19.68	12.9	40
11.3	19.73	12.67	39.2
11.35	19.18	12.9	41.44
11.25	18.74	12.39	40.3
11.47	18.45	12.52	40.75
11.81	19.68	13.41	44.65
11.73	19.18	13.5	46.95
11.5	19.58	13.21	47.15
11.14	19.78	13.16	45.75
10.16	19.85	13.08	45.05
9.89	19.71	12.17	42.93
10.22	21.07	12.59	45.9
9.8	21.05	11.97	45.92
10.68	21.33	12.69	47.2
10.81	21.64	12.8	48
10.75	21.64	12.78	47.1
10.77	21.45	12.69	48.05
10.61	21.4	12.43	47.4
10.54	21.63	12.61	48.1
10.65	21.15	12.25	47.95
11.26	20.91	12.39	49.5
11.15	20.94	12.88	48.35
11.53	21.02	13.3	49.58
11.71	20.64	13.95	48.9
12.11	20.59	13.83	48.3
11.77	20.07	13.81	47.9
11.76	19.94	13.71	48.49
11.42	20.12	13.72	46.12
11.16	20	13.49	46.61
11.14	19.78	13.44	46.4
10.89	20.46	13.6	45.15
10.22	20.51	12.6	42.01
10.01	20.48	12.11	43.4
9.6	21.26	11.99	42.8
9.91	22.38	12.34	44.57
10.08	21.55	11.87	43.82
9.9	21.64	12.65	45.35
10.14	22.68	12.84	46.65
10.16	22.64	12.84	44.5
9.95	22.13	12.66	43.83
9.69	21.84	12.56	43.76
9.35	22.02	12.55	43.09
8.98	20.92	12.12	41.4
8.52	19.99	11.51	40
8.51	20.98	11.91	41.02
7.91	19.86	11.19	38.6
7.54	18.96	10.87	36.12
7.67	18.56	11.2	36.64
7.54	19.28	11.4	39.66
7.32	19.48	11.3	39.02
6.68	18.2	11.2	36.52
6.62	17.74	10.61	37.49
6.7	18.27	10.35	38.75
6.4	18.32	10.05	36.85
6.06	17.92	10.08	35.75
5.7	18.11	9.48	36.16
5.3	18.57	9.32	35.23
5.81	18.75	9.09	32.96
6.78	19.14	9.76	34.61
7.21	18.96	10.51	37.8
6.93	18.53	10.58	37.24
7.43	19.98	10.96	39.63
7.41	19.32	11.42	39.23
7.95	20.17	12	40.98
8.01	19.69	11.94	41.25
8.16	21.44	11.98	42.8
7.71	20.37	11.44	40.32
6.75	20.23	11.25	37.09
6.97	21.49	11.49	36.32
7.01	21.15	11.15	37.49
7.24	21.75	11.28	38.51
6.8	20.17	10.69	36.2
6.94	20.56	10.34	36.35
7.23	21.74	10.57	38.07
7.35	22.64	10.5	38.7
8	23.01	10.77	40.23
8.2	23.91	10.67	39.61
7.9	24.99	10.9	38.8
7.49	23.28	10.7	36.3
7.06	23.12	10.85	36.09
6.99	23.23	10.7	36.7
7.19	22.33	10.56	37.67
7.1	22.11	10	36.81
7.55	21.47	10.11	38
7.5	22.41	9.99	37.91
7.7	21.89	9.98	38.4
7.63	22.77	9.99	38.9
7.46	22.63	10.03	38.53
8.12	24.27	10.49	39.6
8.19	24.13	10.65	39.71
7.97	24.5	10.94	39.65
7.83	24.83	10.83	38.69
8.35	24.74	11.19	40.25
9.4	24.74	11.46	40.35
9.35	24.85	11.95	40.7
10.33	25.19	12.19	41
9.6	25.02	12	39.6
9.54	25.71	12.2	41
9.08	26.15	11.9	39.91
9.06	25.53	11.65	39.64
8.36	23.63	11.26	38.01
8.72	24.33	11.42	39.39
8.75	23.96	11.31	39.33
8.46	23.85	11	38.41
8.36	23.17	11.02	37.63
8.6	23.19	11.25	38.85
8.51	23.93	11.06	38.24
8.34	24.06	10.5	35.39
7.9	23.18	10.1	35.38
8.03	26.35	10.88	35.99
7.97	26.5	10.6	35.4
7.97	26.5	10.6	35.4
7.97	26.5	10.6	35.4
7.97	26.5	10.6	35.4
7.52	25.19	10.03	33.76
7.45	24.99	10.65	34.74
7.45	24.99	10.65	34.74
7.45	24.99	10.65	34.74
8.2	25.96	11.24	38.66
8.36	26.41	11.29	37.9
8.2	27.2	11.65	38.5
8.08	27.07	11.51	37.25
7.65	27.36	11.08	35.47
7.93	26.16	11.15	35.61
7.84	27.15	10.91	36.36
8	27.84	11.15	36.64
7.92	27.43	11.24	37.02
7.89	27.3	11.55	36.31
7.94	28.04	11.76	37.62
7.65	27.25	11.13	36.68
7.53	27.45	11.25	37.22
7.2	26.28	11.27	36.99
7.6	26.32	10.83	35.6
7.35	26.66	10.73	34.99
7.15	27.34	10.49	34.3
6.88	26.63	10.17	34
6.84	25.73	10.16	34.7
6.8	26.22	10.09	36.51
6.6	26.23	10.08	37.06
6.73	27.45	10.3	38.58
6.6	27.44	10.41	38.85
6.38	26.91	10.19	36.31
6.62	27.06	10.54	37.9
6.46	26.73	10.4	36.91
6.1	26.37	9.82	35.74
6	26.32	9.85	36.53
6.04	27.06	10	37.53
5.99	26.66	9.91	35.54
5.93	26.91	9.7	34.38
6.2	27.45	9.86	35.58
6.41	27.09	9.95	35.46
6.36	24.09	10.05	36.4
6.13	23.71	9.99	35.4
6	24.43	9.93	36.09
6.02	24.71	9.73	37.85
5.9	24.6	9.06	37.11
5.81	24.52	8.74	36.4
5.65	23.12	8.05	35.25
5.7	22.27	8.48	36.68
5.92	22.04	8.91	37.1
5.94	21.75	8.55	36.96
5.75	21.25	8.5	35.77
5.84	21	8.29	35.07
5.68	21.71	8.07	34
5.54	20.89	7.61	33
5.33	19.98	7.42	32.59
5.33	20.57	7.2	30.19
5.63	19.69	7.01	28.66
5.93	21.15	7.49	30
6.05	21.56	7.3	29.5
6.65	22.46	7.62	31.26
6.8	22.95	8.23	32.54
6.81	23.6	8.29	32.3
6.85	23.46	8.07	32.08
7.18	24.3	8.39	33.3
6.62	22.76	7.95	31.75
6.89	22.95	8.24	32.81
6.76	21.8	7.91	31.76
6.75	23.39	7.91	31.78
6.6	22.48	7.62	30.75
6.2	21.6	7.36	29.2
6.34	21.74	7.37	29.39
6.82	22.26	7.91	30.6
6.6	22.75	7.64	30.5
6.75	22.87	7.9	31.95
7.26	23.58	8.19	33.99
7.23	23.17	8.09	32.5
7.39	23.41	7.88	32.27
7.05	23.02	7.81	31.35
7.31	23.07	7.8	32
7.5	23.3	8	33.03
7.92	22.63	8.26	33.17
7.92	23.38	8.57	32.2
8.55	22.63	8.71	33.02
8.55	22.63	8.71	33.02
8.55	22.63	8.71	33.02
8.95	22.99	8.65	33.85
9.14	23.22	9.04	34.97
8.43	22.95	8.84	34.04
8.32	23.02	8.68	31.22
8.75	22.79	9.03	32.35
8.68	22.83	9.1	31
8.85	23.68	9.18	31.5
8.85	23.68	9.18	31.5
9	23.37	9.35	30.62
9.2	23.66	9.79	31.28
9.44	25.09	10.12	32.33
9.16	24.39	9.63	32.12
8.3	25.09	9.14	31.3
8.82	25.03	9.31	32.5
8.91	25.8	9.17	31.73
8.84	25.54	9.09	31
8.98	26.09	9.18	31.03
9.04	26.13	9.46	30.77
9.08	26.93	9.41	30.84
8.57	26.76	9.01	29.35
8.7	26.87	8.89	29.45
8.48	26.71	8.81	29.87
8.9	27.31	8.84	30.88
8.82	27.26	8.55	30.12
8.85	27.94	8.7	29.87
9.1	27.96	8.77	29.51
8.96	28.97	8.89	29.54
9.2	29.32	8.8	29.55
9.75	28.43	9.06	30.71
9.8	28.3	9.35	31.82
9.95	26.81	9.31	31.5
10.32	26.4	9.64	32.38
10.5	25.87	9.57	31.29
11.27	27.15	9.69	32.15
11.03	26.37	9.58	31.77
11.81	27.03	9.67	32.31
12.46	27.92	9.75	33.53
12.47	29.17	9.92	33.97
11.57	28.8	9.79	33.67
12.88	28.4	10.29	34.9
12.66	26.68	10.55	35.79
12.34	26.56	10.59	36.48
11.91	26.17	10.33	36.05
11.99	25.9	10.53	35.95
11.59	25.38	10.19	35.01
11.92	25.02	10.33	35.29
12.39	24.3	10.09	34.23
12.6	25.57	9.89	35.37
12.27	24.8	9.85	36.26
12.18	24.89	10.04	36.81
11.82	22.83	10.1	36.01
12.27	22.73	10.25	37
12.28	23.22	10.75	37.83
12.41	23.45	10.91	37.41
13.25	22.92	11.41	37.9
13.26	22.69	11.38	37.77
13.08	22.64	11.33	37.07
12.73	22.43	11.15	36.14
13.14	23.12	11.45	37.23
13.38	23.51	11.62	37.66
13.35	23.71	11.57	37.27
13.46	23.8	11.6	37.55
13.14	23.85	11.58	36.49
13.56	24.1	11.82	36.68
13.12	23.91	11.33	35.37
13.16	24.18	11.2	35.71
13.13	23.78	11.07	35.5
13.35	25.04	11.58	36.3
13.32	24.64	11.61	36.8
13.39	24.93	11.65	37.28
13.42	24.41	11.69	37.1
13.33	24.23	11.5	37.61
13.45	24.1	11.59	38.18
13.84	24.12	11.58	38.15
14	23.42	11.52	37.95
14.15	23.61	11.73	38.02
13.47	23.71	11.59	37.72
13.22	24.2	11.32	37.37
13.01	24.01	11.24	37.72
12.96	23.92	11.14	37.61
13.25	24.69	11.57	38.35
13.21	24.89	11.76	39.48
13.51	25.58	11.27	40.95
13.71	25.57	11.74	42.25
13.78	25.78	12.46	42.47
13.63	25.63	12.37	42.74
13.65	25.09	12.45	43
13.62	24.89	12.82	45
13.5	25.38	12.49	44.59
13.28	25.48	12.25	43.81
13.13	24.61	12	43.5
13	25.47	12.2	44.08
12.76	25.19	12.05	44.43
12.73	25.94	12.34	44.66
12.96	27.74	12.87	46
12.93	26.86	12.89	45.85
13.42	28.35	13.44	46
13.7	27.76	13.46	46.57
13.58	28.09	13.44	45.7
13.91	28.14	13.62	45.34
13.75	28.43	13.4	43.9
13.68	27.45	12.85	42.86
13.71	28.12	13.03	43.93
13.59	27.7	12.75	43.3
13.66	28.24	13.16	43.16
13.76	28.33	13.35	43.7
13.79	27.95	13.27	44.14
14.24	27.84	13.37	44.66
14.79	29.02	13.13	43.5
14.32	27.93	12.68	41.68
14.43	28.14	12.43	40.5
13.67	27.79	11.85	39.1
13.42	27.2	11.59	39.7
13.24	26.77	12.06	39.56
12.95	27.49	12.15	39.5
12.52	27.23	11.52	38.59
13.3	27.15	11.81	39.72
13.5	27.07	11.55	38.59
14.1	27.06	12.28	40.35
